state,Location,Lat,Long,Intersting 
CO,Antonito,37.085473,-106.037946,10
CO,Arboles,37.101633,-107.390749,28
CO,Bayfield,37.260328,-107.613728,28
CO,Blanca,37.431702,-105.517784,11
CO,Center,37.734295,-106.090628,15
CO,Creede,37.816367,-106.927679,2
CO,La Garita,37.671346,-106.350502,4
CO,Fort Garland,37.426978,-105.404879,13
CO,Hooper,37.723203,-105.871193,17
CO,Ignacio,37.126412,-107.639465,11
CO,La Jara,37.290726,-106.005427,17
CO,Moffat,38.045195,-105.841051,2
CO,Monte Vista,37.573095,-106.140833,26
CO,Mosca,37.635796,-105.806866,6
CO,Pagosa Springs,37.252345,-107.038497,4
CO,Saguache,38.09775,-106.187592,8
CO,San Acacio,37.201347,-105.439949,27
CO,Sanford,37.208724,-105.928588,3
CO,Mesita,37.05057,-105.575625,27
CO,San Pablo,37.134872,-105.346196,25
CO,South Fork,37.67248,-106.612451,24
CO,Villa Grove,38.2952,-106.110183,21
CO,Salida,38.525909,-105.997818,14
CO,Almont,38.64997,-106.627099,6
CO,Buena Vista,38.838003,-106.147121,24
CO,Canon City,38.445074,-105.217829,29
CO,Cimarron,38.387633,-107.482366,8
CO,Crested Butte,38.869081,-106.961899,28
CO,Florence,38.385016,-105.123233,3
CO,Granite,39.095294,-106.311417,16
CO,Gunnison,38.551056,-106.931013,1
CO,Howard,38.388519,-105.747124,4
CO,Lake City,37.986769,-107.302037,19
CO,Nathrop,38.710343,-106.116576,8
CO,Parlin,38.508762,-106.677995,30
CO,Penrose,38.433622,-105.011325,9
CO,Pitkin,38.608542,-106.516774,29
CO,Powderhorn,38.282165,-107.108449,17
CO,81250,38.395556,-105.531825,23
CO,Twin Lakes,39.090231,-106.435079,28
CO,Westcliffe,38.123023,-105.433154,30
CO,Wetmore,38.189857,-105.106441,21
CO,Durango,37.287388,-107.861684,5
CO,Cahone,37.69163,-108.579442,25
CO,Cortez,37.354949,-108.583726,8
CO,Dolores,37.466571,-108.471748,20
CO,Dove Creek,37.763199,-108.918147,8
CO,Egnar,37.934448,-108.929889,4
CO,Hesperus,37.165368,-108.121917,8
CO,Lewis,37.47101,-108.61891,21
CO,Mancos,37.347133,-108.298242,29
CO,Pleasant View,37.588763,-108.809487,8
CO,Towaoc,37.208408,-108.719993,24
CO,Yellow Jacket,37.499526,-108.785167,15
CO,Montrose,38.46783,-107.875182,8
CO,Austin,38.797544,-107.97384,15
CO,Bedrock,38.384352,-108.953224,27
CO,Cedaredge,38.911878,-107.926786,2
CO,Crawford,38.69408,-107.614864,30
CO,Delta,38.734891,-108.060421,17
CO,Eckert,38.844982,-107.962452,2
CO,Hotchkiss,38.812417,-107.747173,23
CO,Naturita,38.222559,-108.572836,29
CO,Norwood,38.110406,-108.284472,27
CO,Nucla,38.268219,-108.547644,5
CO,Olathe,38.597575,-107.992118,20
CO,Ophir,37.856197,-107.851961,21
CO,Ouray,38.02576,-107.67261,12
CO,Paonia,38.864978,-107.598483,30
CO,Placerville,38.008759,-108.024775,15
CO,Redvale,38.186452,-108.389536,21
CO,Ridgway,38.138074,-107.753341,7
CO,Silverton,37.808995,-107.666686,5
CO,Somerset,38.946801,-107.378145,4
CO,Telluride,37.940028,-107.821371,1
CO,Grand Junction,39.078326,-108.545692,29
CO,Grand Junction,39.056777,-108.575609,20
CO,Fruitvale,39.083136,-108.489094,4
CO,Grand Junction,39.107097,-108.596834,15
CO,Grand Junction,39.103209,-108.54911,16
CO,Clifton,39.0805,-108.449628,16
CO,Fruita,39.163656,-108.721757,25
CO,Gateway,38.915136,-108.791344,7
CO,Loma,39.227896,-108.814902,21
CO,Mack,39.255367,-108.929597,18
CO,Palisade,39.103178,-108.367977,26
CO,Whitewater,38.974422,-108.399042,2
CO,Glenwood Springs,39.529607,-107.325188,18
CO,Dinosaur,40.256609,-108.965184,24
CO,Aspen,39.195139,-106.823593,27
CO,Basalt,39.353466,-106.998752,14
CO,Marble,39.385431,-107.171012,22
CO,Collbran,39.245267,-107.924945,19
CO,Craig,40.522351,-107.561458,24
CO,De Beque,39.311764,-108.230405,28
CO,Eagle,39.634138,-106.75884,28
CO,Elk Springs,40.414588,-108.419729,16
CO,Battlement Mesa,39.440729,-108.038038,19
CO,Gypsum,39.661848,-106.967083,8
CO,Hamilton,40.32504,-107.584089,25
CO,Hayden,40.494487,-107.257055,30
CO,Maybell,40.650649,-108.272264,19
CO,Meeker,40.038726,-107.892498,27
CO,Meredith,39.335348,-106.67823,29
CO,Mesa,39.161161,-108.104401,13
CO,New Castle,39.570922,-107.542758,23
CO,Rangely,40.082844,-108.799148,21
CO,Rifle,39.549073,-107.789804,1
CO,Silt,39.541464,-107.657411,19
CO,Slater,40.947985,-107.497178,10
CO,Snowmass,39.250059,-106.950839,8
CO,Vail,39.623793,-106.463454,25
CT,Avon,41.790498,-72.865323,18
CT,Bloomfield,41.831647,-72.72493,18
CT,Bristol,41.682293,-72.930193,7
CT,Burlington,41.757296,-72.944386,16
CT,Windsorville,41.911405,-72.543667,22
CT,Canaan,42.024821,-73.323177,27
CT,Canton,41.838401,-72.898731,23
CT,Canton Center,41.871586,-72.905847,1
CT,Colebrook,42.028217,-73.104069,2
CT,Collinsville,41.851319,-72.92827,4
CT,East Berlin,41.61277,-72.719007,9
CT,East Canaan,42.011686,-73.278462,1
CT,East Granby,41.932215,-72.745889,7
CT,East Hartland,42.001617,-72.924213,19
CT,Ellington,41.911417,-72.462599,19
CT,Falls Village,41.95784,-73.351659,9
CT,Farmington,41.72839,-72.841476,21
CT,Glastonbury,41.707329,-72.572705,4
CT,Granby,41.960227,-72.799377,29
CT,Berlin,41.620826,-72.770482,23
CT,Lakeville,41.951631,-73.43766,23
CT,Manchester,41.777732,-72.52444,14
CT,Bolton,41.768888,-72.43958,22
CT,New Britain,41.666683,-72.772208,30
CT,New Britain,41.658792,-72.798858,8
CT,New Britain,41.686667,-72.790835,7
CT,New Hartford,41.846797,-73.010369,26
CT,Norfolk,41.985386,-73.199197,24
CT,North Canton,41.923516,-72.90414,6
CT,North Granby,42.021925,-72.840938,18
CT,Plainville,41.672653,-72.864373,27
CT,Pleasant Valley,41.924873,-72.982675,3
CT,Riverton,41.961395,-73.025469,1
CT,Vernon Rockville,41.850073,-72.464855,24
CT,Rocky Hill,41.658295,-72.663197,30
CT,Salisbury,42.001452,-73.421492,7
CT,Sharon,41.871446,-73.457758,29
CT,Simsbury,41.873712,-72.821267,12
CT,Somers,41.997813,-72.458266,14
CT,South Glastonbur,41.660682,-72.554308,2
CT,South Windsor,41.834081,-72.557585,7
CT,Stafford Springs,41.966127,-72.289857,16
CT,Suffield,41.990029,-72.641997,1
CT,Tariffville,41.907715,-72.767786,3
CT,Enfield,41.989016,-72.565218,21
CT,Tolland,41.869647,-72.371789,16
CT,Unionville,41.747711,-72.887406,4
CT,East Windsor,41.9099,-72.602945,22
CT,Weatogue,41.837152,-72.825254,16
CT,West Granby,41.965509,-72.855496,26
CT,West Simsbury,41.871797,-72.857749,21
CT,West Suffield,42.011464,-72.736232,17
CT,Windsor,41.856122,-72.663893,11
CT,Windsor Locks,41.926078,-72.645762,21
CT,Winsted,41.925214,-73.066341,12
CT,Hartford,41.767196,-72.675966,2
CT,Hartford,41.769116,-72.701006,13
CT,Hartford,41.749841,-72.694734,13
CT,W Hartford,41.755553,-72.75322,18
CT,East Hartford,41.780291,-72.618014,6
CT,Wethersfield,41.701332,-72.676308,11
CT,W Hartford,41.732566,-72.733691,9
CT,Maple Hill,41.686402,-72.729747,22
CT,Hartford,41.79053,-72.69641,18
CT,Hartford,41.740293,-72.680726,11
CT,W Hartford,41.790021,-72.745689,27
CT,East Hartford,41.747211,-72.610265,20
CT,W Hartford,41.762765,-72.726799,22
CT,Hartford,41.78596,-72.675807,23
CT,Willimantic,41.714918,-72.213396,22
CT,Amston,41.628969,-72.364601,15
CT,Andover,41.733215,-72.376719,7
CT,Brooklyn,41.780747,-71.954129,17
CT,Chaplin,41.802584,-72.137197,24
CT,Columbia,41.697274,-72.30717,9
CT,Coventry,41.782195,-72.333249,19
CT,Danielson,41.798246,-71.880703,27
CT,Dayville,41.854045,-71.868342,6
CT,Eastford,41.877104,-72.089451,9
CT,East Killingly,41.848756,-71.798534,15
CT,Hampton,41.761668,-72.067979,13
CT,Hebron,41.684161,-72.398553,20
CT,Lebanon,41.632988,-72.244035,27
CT,Mansfield Center,41.769814,-72.201112,26
CT,North Franklin,41.616141,-72.142544,8
CT,North Grosvenord,41.987878,-71.902734,10
CT,North Windham,41.745144,-72.160106,7
CT,Pomfret Center,41.869683,-71.98201,4
CT,Putnam,41.91853,-71.896804,2
CT,Quinebaug,42.021747,-71.939137,2
CT,Scotland,41.689849,-72.078263,30
CT,South Windham,41.667724,-72.168112,14
CT,Storrs Mansfield,41.805364,-72.257172,26
CT,Thompson,41.980285,-71.837587,30
CT,Warrenville,41.86434,-72.15873,4
CT,West Willington,41.873996,-72.272774,8
CT,Windham,41.702652,-72.15261,3
CT,Woodstock,41.960218,-72.004027,24
CT,Woodstock Valley,41.915296,-72.09366,10
CT,New London,41.350718,-72.106245,24
CT,Baltic,41.62629,-72.077499,1
CT,Canterbury,41.684403,-72.000985,18
CT,East Lyme,41.366806,-72.232987,16
CT,Bozrah,41.546515,-72.171078,28
CT,Gales Ferry,41.42852,-72.06719,17
CT,Gilman,41.58117,-72.126623,3
CT,Ledyard,41.44014,-71.995626,17
CT,Groton,41.357171,-72.057947,6
CT,Groton,41.397648,-72.090058,15
CT,Jewett City,41.605182,-71.980759,6
CT,Montville,41.445331,-72.126476,8
CT,Moosup,41.721031,-71.884962,25
CT,Mystic,41.361626,-71.977364,8
CT,Niantic,41.3253,-72.210819,5
CT,North Stonington,41.453113,-71.872701,6
CT,Norwich,41.537055,-72.08494,6
CT,Preston,41.522061,-72.021079,17
CT,Oakdale,41.470573,-72.190358,18
CT,Old Lyme,41.334745,-72.308562,7
CT,Plainfield,41.67753,-71.921968,2
CT,Quaker Hill,41.40324,-72.11722,19
CT,Sterling,41.715629,-71.819588,28
CT,Stonington,41.366437,-71.915544,10
CT,Pawcatuck,41.373475,-71.847761,14
CT,Taftville,41.565263,-72.052877,19
CT,Uncasville,41.462168,-72.112556,7
CT,Voluntown,41.583053,-71.855002,15
CT,Waterford,41.346853,-72.145816,16
CT,Ansonia,41.342712,-73.074211,11
CT,Beacon Falls,41.436917,-73.059656,30
CT,Branford,41.279991,-72.810643,2
CT,Centerbrook,41.34743,-72.41731,17
CT,Cheshire,41.505473,-72.908127,21
CT,Chester,41.404903,-72.464293,29
CT,Clinton,41.29117,-72.527973,3
CT,Colchester,41.566198,-72.344123,11
CT,Cromwell,41.61049,-72.666317,27
CT,Deep River,41.376478,-72.448568,21
CT,Derby,41.322858,-73.080035,18
CT,Killingworth,41.369622,-72.571192,5
CT,Salem,41.496627,-72.272454,11
CT,Durham,41.464951,-72.68752,2
CT,East Haddam,41.469575,-72.405876,24
CT,East Hampton,41.576058,-72.509345,13
CT,Essex,41.354944,-72.396504,13
CT,Fairfield,41.166442,-73.257109,14
CT,Fairfield,41.201651,-73.235408,11
CT,Guilford,41.31537,-72.69679,15
CT,Haddam,41.462718,-72.504988,14
CT,Higganum,41.468246,-72.575143,10
CT,Ivoryton,41.342101,-72.440387,15
CT,Madison,41.309019,-72.615254,17
CT,Marlborough,41.641226,-72.460871,29
CT,Meriden,41.533396,-72.799734,19
CT,Middlefield,41.516789,-72.718624,30
CT,Middletown,41.556895,-72.665225,28
CT,Milford,41.217466,-73.054948,7
CT,Monroe,41.331171,-73.224333,30
CT,Moodus,41.507807,-72.441879,8
CT,Newtown,41.393095,-73.316744,27
CT,North Branford,41.327985,-72.776034,29
CT,Northford,41.396219,-72.780909,6
CT,North Haven,41.382156,-72.85852,27
CT,Old Saybrook,41.291297,-72.385022,19
CT,Orange,41.281527,-73.028725,15
CT,Oxford,41.420237,-73.12961,11
CT,Plantsville,41.579747,-72.899031,8
CT,Portland,41.585223,-72.612797,8
CT,Rockfall,41.534094,-72.699674,29
CT,Sandy Hook,41.408706,-73.248522,4
CT,Seymour,41.386209,-73.081745,28
CT,Shelton,41.304689,-73.129439,14
CT,Southbury,41.476695,-73.224077,24
CT,Southington,41.605221,-72.872681,9
CT,Southport,41.14527,-73.290205,16
CT,Wallingford,41.459997,-72.822179,4
CT,Stratford,41.2044,-73.135594,3
CT,Westbrook,41.292662,-72.456313,16
CT,New Haven,41.308701,-72.92706,2
CT,New Haven,41.318364,-72.931771,8
CT,East Haven,41.280522,-72.874144,20
CT,East Haven,41.314215,-72.882554,8
CT,Hamden,41.361987,-72.93613,11
CT,New Haven,41.329301,-72.966445,21
CT,West Haven,41.270079,-72.963842,4
CT,Hamden,41.348393,-72.911678,22
CT,Hamden,41.409664,-72.911001,29
CT,New Haven,41.296284,-72.937307,19
CT,Bethany,41.426194,-73.000704,27
CT,Woodbridge,41.351668,-73.013902,1
CT,Bridgeport,41.179574,-73.201859,82
CT,Bridgeport,41.166796,-73.216251,3
CT,Bridgeport,41.20907,-73.208619,27
CT,Bridgeport,41.178382,-73.165048,12
CT,Bridgeport,41.189466,-73.181141,20
CT,Bridgeport,41.200508,-73.168771,25
CT,Trumbull,41.25641,-73.211063,11
CT,Easton,41.252328,-73.287108,11
CT,Waterbury,41.556568,-73.038545,10
CT,Waterbury,41.575435,-73.031805,26
CT,Waterbury,41.550328,-72.996268,24
CT,Waterbury,41.536261,-73.03064,9
CT,Waterbury,41.551102,-73.064495,17
CT,Waterbury,41.567503,-73.046821,27
CT,Prospect,41.502198,-72.978803,9
CT,Wolcott,41.596995,-72.982799,30
CT,Bantam,41.721483,-73.252028,10
CT,Bethlehem,41.638683,-73.209098,3
CT,Bridgewater,41.528684,-73.360936,7
CT,Warren,41.770084,-73.367472,19
CT,Gaylordsville,41.648635,-73.483524,27
CT,Goshen,41.833452,-73.242876,28
CT,Kent,41.731619,-73.458345,22
CT,Lakeside,41.69001,-73.238235,18
CT,Litchfield,41.754069,-73.200011,28
CT,Middlebury,41.534277,-73.11307,12
CT,Morris,41.688121,-73.176509,2
CT,Naugatuck,41.492039,-73.049342,30
CT,New Milford,41.581745,-73.412752,28
CT,New Preston Marb,41.689373,-73.349296,18
CT,Northfield,41.707382,-73.132079,11
CT,Oakville,41.590932,-73.087311,18
CT,Plymouth,41.661121,-73.044887,14
CT,Roxbury,41.5509,-73.299346,24
CT,Sherman,41.571366,-73.494694,12
CT,South Kent,41.695051,-73.469023,2
CT,Terryville,41.676197,-73.009214,29
CT,Thomaston,41.678643,-73.088557,30
CT,Torrington,41.813065,-73.115579,12
CT,Harwinton,41.770145,-73.072819,9
CT,Washington Depot,41.634595,-73.293518,28
CT,Washington Depot,41.655924,-73.327352,26
CT,Watertown,41.605654,-73.122122,23
CT,West Cornwall,41.868888,-73.331271,26
CT,Woodbury,41.552061,-73.208264,23
CT,Bethel,41.381298,-73.400827,16
CT,Brookfield,41.46504,-73.397986,9
CT,Cos Cob,41.052952,-73.593498,5
CT,Danbury,41.391663,-73.453165,12
CT,Danbury,41.423983,-73.471587,27
CT,New Fairfield,41.472999,-73.497784,7
CT,Darien,41.076759,-73.485254,3
CT,Byram,41.030238,-73.630047,12
CT,Greenwich,41.054885,-73.659405,24
CT,New Canaan,41.151024,-73.494356,29
CT,Norwalk,41.12222,-73.435827,11
CT,Norwalk,41.132346,-73.405802,21
CT,Norwalk,41.070243,-73.439667,6
CT,Norwalk,41.095722,-73.428485,6
CT,Norwalk,41.101382,-73.401119,24
CT,Old Greenwich,41.035437,-73.567253,27
CT,Ridgefield,41.297683,-73.497268,1
CT,Riverside,41.037998,-73.581136,9
CT,Westport,41.143433,-73.349579,21
CT,Weston,41.219499,-73.371474,12
CT,West Redding,41.306915,-73.3935,21
CT,Wilton,41.201761,-73.438323,26
CT,Stamford,41.053083,-73.539039,23
CT,Stamford,41.052552,-73.537428,29
CT,Stamford,41.135235,-73.568356,29
CT,Ridgeway,41.082576,-73.543757,4
CT,Stamford,41.069218,-73.523563,22
CT,Stamford,41.094206,-73.520297,16
DE,Bear,39.610187,-75.674729,24
DE,Newark,39.634869,-75.699339,10
DE,Claymont,39.804432,-75.46494,1
DE,Hockessin,39.77604,-75.688873,11
DE,Middletown,39.481535,-75.683183,17
DE,Newark,39.701129,-75.737534,8
DE,Newark,39.669881,-75.715101,23
DE,Manor,39.67703,-75.589938,26
DE,Townsend,39.381882,-75.683368,5
DE,Wilmington,39.737752,-75.549658,70
DE,Wilmington,39.75638,-75.534041,14
DE,Talleyville,39.793236,-75.531076,29
DE,Newport,39.720854,-75.612815,16
DE,Wilmington,39.743375,-75.582724,22
DE,Wilmington,39.757076,-75.563503,23
DE,Greenville,39.782206,-75.607205,19
DE,Marshallton,39.734737,-75.663891,27
DE,Edgemoor,39.771913,-75.494592,23
DE,Edgemoor,39.819377,-75.505999,27
DE,Dover,39.156639,-75.535983,6
DE,Dover Afb,39.120246,-75.478966,2
DE,Bethany Beach,38.531009,-75.067396,12
DE,Bethel,38.568517,-75.624298,16
DE,Bridgeville,38.736628,-75.608768,23
DE,Camden Wyoming,39.099099,-75.596559,22
DE,Clayton,39.256395,-75.690361,13
DE,Dagsboro,38.559559,-75.21133,22
DE,Delmar,38.476955,-75.575887,10
DE,Ellendale,38.805737,-75.405588,5
DE,Felton,39.022538,-75.582906,6
DE,Frankford,38.51767,-75.200633,12
DE,Frederica,39.034188,-75.454458,10
DE,Georgetown,38.679006,-75.393198,2
DE,Greenwood,38.817519,-75.593547,8
DE,Harbeson,38.672294,-75.223621,16
DE,Harrington,38.924031,-75.584268,28
DE,Hartly,39.15421,-75.693476,11
DE,Houston,38.91143,-75.506354,30
DE,Laurel,38.553695,-75.563052,5
DE,Lewes,38.738149,-75.174702,17
DE,Lincoln,38.86128,-75.399961,8
DE,Magnolia,39.07353,-75.508321,14
DE,Milford,38.921801,-75.429877,14
DE,Marydel,39.099794,-75.728661,5
DE,Long Neck,38.593436,-75.255547,18
DE,Millville,38.558946,-75.107762,26
DE,Milton,38.768687,-75.295298,2
DE,Millville,38.555528,-75.096518,12
DE,Dewey Beach,38.714715,-75.107346,16
DE,Seaford,38.640358,-75.604122,24
DE,Selbyville,38.465357,-75.157325,7
DE,Smyrna,39.293379,-75.600832,30
DE,Viola,39.041872,-75.572605,18
DC,Washington,38.912217,-77.017691,85
DC,Washington,38.902365,-76.990055,30
DC,Washington,38.882941,-76.989539,18
DC,Washington,38.892955,-77.026303,9
DC,Washington,38.906731,-77.031236,24
DC,Washington,38.896444,-77.044701,8
DC,Washington,38.914365,-77.074042,5
DC,Washington,38.936282,-77.059936,18
DC,Washington,38.920202,-77.037504,7
DC,Washington,38.93272,-77.032183,29
DC,Washington,38.951786,-77.020251,24
DC,Washington,38.975712,-77.028248,28
DC,Washington,38.965768,-77.067961,2
DC,Washington,38.938117,-77.086037,26
DC,Washington,38.936723,-76.994038,7
DC,Washington,38.927724,-76.976159,14
DC,Washington,38.890237,-76.937588,5
DC,Washington,38.860039,-76.974187,3
DC,Washington,38.875939,-77.016028,13
DC,Washington,38.833843,-76.999549,19
DC,Washington,38.908704,-77.041434,16
DC,Washington,38.901446,-77.050448,22
DC,Pentagon,38.891019,-77.038196,30
DC,Washington,38.839473,-77.014827,3
FL,Branford,29.939472,-82.899288,17
FL,Bryceville,30.419274,-81.972397,30
FL,Callahan,30.551958,-81.814465,22
FL,Day,30.149666,-83.285052,11
FL,Elkton,29.788243,-81.46199,11
FL,Amelia Island,30.635388,-81.468829,13
FL,Fort White,29.92073,-82.687938,26
FL,Glen Saint Mary,30.286058,-82.204056,24
FL,Green Cove Sprin,30.00425,-81.726182,1
FL,Hampton,29.857511,-82.148347,24
FL,Hilliard,30.688367,-81.93453,6
FL,Jasper,30.502914,-82.932186,10
FL,Jennings,30.548243,-83.134971,14
FL,Lake Butler,30.003485,-82.382796,14
FL,Lake City,30.165239,-82.659888,28
FL,Lawtey,30.047164,-82.105544,15
FL,Lee,30.397863,-83.284392,8
FL,Boys Ranch,30.286622,-83.024994,20
FL,Lulu,30.07544,-82.538481,26
FL,Mc Alpin,30.150899,-82.966182,28
FL,Macclenny,30.273671,-82.132475,29
FL,Orange Park,30.138233,-81.774199,1
FL,Mayo,30.039979,-83.146208,18
FL,Middleburg,30.083984,-81.864476,4
FL,O Brien,30.038114,-82.93005,2
FL,Orange Park,30.16369,-81.72907,18
FL,Ponte Vedra Beac,30.215326,-81.386383,14
FL,Raiford,30.070379,-82.20012,22
FL,Saint Augustine,29.880457,-81.298367,17
FL,Saint Augustine,29.828514,-81.323734,23
FL,Sanderson,30.302536,-82.337741,30
FL,Starke,29.958299,-82.118518,25
FL,Saint Augustine,29.947511,-81.526379,17
FL,Wellborn,30.179624,-82.850532,27
FL,Saint Augustine,29.905726,-81.347626,12
FL,White Springs,30.338749,-82.776453,12
FL,Yulee,30.622225,-81.590603,19
FL,Astor,29.165031,-81.539929,21
FL,Bunnell,29.45616,-81.324431,24
FL,Crescent City,29.445438,-81.557909,20
FL,Citra,29.39182,-82.106222,18
FL,Daytona Beach,29.201168,-81.037071,20
FL,Holly Hill,29.236006,-81.054698,22
FL,Daytona Beach,29.221874,-81.009469,2
FL,Dunlawton,29.152526,-81.022142,1
FL,Port Orange,29.122456,-81.106746,13
FL,Port Orange,29.1124,-80.988351,1
FL,De Leon Springs,29.116592,-81.348762,20
FL,East Palatka,29.660861,-81.587879,21
FL,Edgewater,28.981801,-80.910344,26
FL,Salt Springs,29.279554,-81.887757,26
FL,Flagler Beach,29.474978,-81.130288,18
FL,Palm Coast,29.556515,-81.21899,22
FL,Georgetown,29.403315,-81.629783,10
FL,Florahome,29.758105,-81.862224,21
FL,Edgewater,28.945481,-80.896869,13
FL,Hastings,29.705147,-81.490908,9
FL,Interlachen,29.627001,-81.889432,14
FL,Lady Lake,28.929939,-81.925598,21
FL,New Smyrna Beach,29.024672,-80.958436,10
FL,New Smyrna Beach,29.017196,-80.888463,28
FL,Ormond Beach,29.283305,-81.088216,30
FL,Ormond Beach,29.322192,-81.058432,21
FL,Palatka,29.657748,-81.659452,16
FL,Ocklawaha,29.064308,-81.88569,19
FL,Pierson,29.222596,-81.43533,13
FL,Pomona Park,29.502106,-81.630739,28
FL,San Mateo,29.588827,-81.5921,22
FL,Satsuma,29.559354,-81.640596,16
FL,Seville,29.320084,-81.527894,3
FL,Weirsdale,28.978182,-81.893168,3
FL,Jacksonville,30.329882,-81.651672,18
FL,Jacksonville,30.318899,-81.685445,10
FL,Jacksonville,30.317236,-81.722034,1
FL,Jacksonville,30.351073,-81.648769,13
FL,Jacksonville,30.290766,-81.63205,6
FL,Jacksonville,30.393664,-81.688939,23
FL,Jacksonville,30.35841,-81.691974,19
FL,Jacksonville,30.268743,-81.747312,3
FL,Jacksonville,30.348034,-81.588248,30
FL,Jacksonville N A,30.220905,-81.68848,8
FL,Cecil Field Nas,30.23295,-81.663142,15
FL,Jacksonville,30.293907,-81.547387,25
FL,Jacksonville,30.240678,-81.616956,18
FL,Jacksonville,30.45067,-81.662631,3
FL,Jacksonville,30.403365,-81.763451,4
FL,Jacksonville,30.329003,-81.817572,21
FL,Jacksonville,30.283707,-81.820231,16
FL,Jacksonville,30.229176,-81.813081,30
FL,Jacksonville,30.154817,-81.629961,2
FL,Jacksonville,30.303076,-81.440427,4
FL,Jacksonville,30.350968,-81.506092,9
FL,Jacksonville,30.473485,-81.544808,23
FL,Jacksonville Bea,30.388275,-81.405424,22
FL,Atlantic Beach,30.348258,-81.415866,22
FL,Baldwin,30.229562,-81.978345,20
FL,Jacksonville,30.223137,-81.75558,12
FL,Jacksonville Bea,30.28319,-81.406243,9
FL,Jacksonville,30.221356,-81.557139,6
FL,Jacksonville,30.192703,-81.605042,10
FL,Jacksonville,30.145944,-81.573864,26
FL,Jacksonville,30.095578,-81.621701,5
FL,Neptune Beach,30.31548,-81.405123,28
FL,Tallahassee,30.428563,-84.259337,3
FL,Tallahassee,30.487433,-84.318946,18
FL,Tallahassee,30.447752,-84.321132,23
FL,Tallahassee,30.442152,-84.295594,21
FL,Tallahassee,30.507725,-84.206903,16
FL,Tallahassee,30.399125,-84.3298,13
FL,Tallahassee,30.415625,-84.186995,5
FL,Tallahassee,30.518474,-84.262708,20
FL,Apalachicola,29.725465,-85.006264,26
FL,Bristol,30.422279,-84.946558,5
FL,Carrabelle,29.869205,-84.635845,30
FL,Chattahoochee,30.683394,-84.828044,10
FL,Crawfordville,30.210831,-84.320479,12
FL,Saint George Isl,29.733906,-84.8701,13
FL,Greenville,30.451199,-83.647397,9
FL,Havana,30.609242,-84.41434,22
FL,Hosford,30.363875,-84.805433,8
FL,Lamont,30.365341,-83.900266,28
FL,Madison,30.480209,-83.406678,27
FL,Monticello,30.519681,-83.892454,25
FL,Panacea,30.015322,-84.391212,25
FL,Perry,30.097489,-83.585021,30
FL,Pinetta,30.599703,-83.340463,9
FL,Quincy,30.586675,-84.60945,15
FL,Salem,29.823815,-83.385828,16
FL,Sopchoppy,30.071353,-84.454877,6
FL,Steinhatchee,29.673871,-83.372332,14
FL,Panama City,30.160624,-85.649403,14
FL,Panama City,30.058252,-85.576225,6
FL,Panama City,30.165291,-85.576264,2
FL,Panama City,30.194949,-85.672686,11
FL,Panama City Beac,30.194623,-85.791984,6
FL,Panama City Beac,30.160859,-85.763628,7
FL,Southport,30.310679,-85.644536,24
FL,Panama City Beac,30.245835,-85.904946,18
FL,Alford,30.714106,-85.34838,24
FL,Altha,30.531882,-85.17043,14
FL,Bascom,30.951365,-85.09722,10
FL,Blountstown,30.4394,-85.062022,28
FL,Bonifay,30.846369,-85.689962,25
FL,Campbellton,30.95629,-85.376596,11
FL,Caryville,30.796878,-85.799787,18
FL,Chipley,30.710658,-85.548646,19
FL,Clarksville,30.356834,-85.189806,26
FL,Cottondale,30.800359,-85.384672,23
FL,De Funiak Spring,30.751783,-86.138006,11
FL,Ebro,30.435181,-85.888066,3
FL,Fountain,30.475327,-85.429272,8
FL,Freeport,30.489596,-86.168441,2
FL,Graceville,30.942601,-85.513622,22
FL,Grand Ridge,30.714831,-85.020954,2
FL,Greenwood,30.852506,-85.15549,18
FL,Lynn Haven,30.236165,-85.646658,14
FL,Malone,30.960245,-85.163874,3
FL,Marianna,30.758587,-85.229367,8
FL,Kinard,30.263241,-85.206467,8
FL,Ponce De Leon,30.704146,-85.954633,3
FL,Port Saint Joe,29.83539,-85.298787,10
FL,Santa Rosa Beach,30.365883,-86.245809,12
FL,Sneads,30.727619,-84.933655,6
FL,Vernon,30.62668,-85.755286,10
FL,Westville,30.874689,-85.912973,10
FL,Wewahitchka,30.093255,-85.20483,29
FL,Youngstown,30.326913,-85.516881,13
FL,Pensacola,30.422282,-87.224763,29
FL,Pensacola,30.456406,-87.210432,1
FL,Pensacola,30.487299,-87.187242,24
FL,Pensacola,30.448069,-87.258937,12
FL,Pensacola,30.412912,-87.309185,22
FL,Pensacola,30.373707,-87.312558,29
FL,Pensacola,30.351063,-87.274945,15
FL,Pensacola,30.524148,-87.216723,8
FL,Pensacola,30.475593,-87.317925,4
FL,Baker,30.831569,-86.677015,17
FL,Cantonment,30.614253,-87.325052,2
FL,Pensacola,30.530065,-87.279324,2
FL,Century,30.968742,-87.321582,27
FL,Crestview,30.77061,-86.553678,6
FL,Sandestin,30.397198,-86.484903,19
FL,Eglin A F B,30.479409,-86.615958,21
FL,Fort Walton Beac,30.447297,-86.627487,8
FL,Fort Walton Beac,30.415262,-86.621479,7
FL,Gulf Breeze,30.3847,-87.043875,14
FL,Holt,30.72522,-86.704638,23
FL,Jay,30.898488,-87.133237,14
FL,Navarre,30.590261,-86.937102,20
FL,Laurel Hill,30.95236,-86.400323,11
