Model Year><Mfr Name><Division><Carline><Verify Mfr Cd><Index (Model Type Index)><Eng Displ><# Cyl><Transmission><City FE (Guide) - Conventional Fuel><Hwy FE (Guide) - Conventional Fuel><Comb FE (Guide) - Conventional Fuel><City Unadj FE - Conventional Fuel><Hwy Unadj FE - Conventional Fuel><Comb Unadj FE - Conventional Fuel><City Unrd Adj FE - Conventional Fuel><Hwy Unrd Adj FE - Conventional Fuel><Comb Unrd Adj FE - Conventional Fuel><Guzzler? ><Air Aspir Method><Air Aspiration Method Desc><Trans><Trans Desc><Trans, Other><# Gears><Lockup Torque Converter><Trans Creeper Gear><Drive Sys><Drive Desc><Max Ethanol % - Gasoline><Max Biodiesel %><Range1 - Model Type Driving Range - Conventional Fuel><Fuel Usage  - Conventional Fuel><Fuel Usage Desc - Conventional Fuel><Fuel Unit - Conventional Fuel><Fuel Unit Desc - Conventional Fuel><Gas Guzzler Exempt (Where Truck = 1975 NHTSA truck definition)><Gas Guzzler Exempt Desc (Where Truck = 1975 NHTSA truck definition)><2Dr Pass Vol><2Dr Lugg Vol><4Dr Pass Vol><4Dr Lugg Vol><Htchbk Pass Vol><Htchbk Lugg Vol><Annual Fuel1 Cost - Conventional Fuel><EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify. ><City2 FE (Guide) - Alternative Fuel><Hwy2 Fuel FE (Guide) - Alternative Fuel><Comb2 Fuel FE (Guide) - Alternative Fuel><City2 Unadj FE - Alternative Fuel><Hwy2 Unadj FE - Alternative Fuel><Comb2 Unadj FE - Alternative Fuel><City2 Unrd Adj FE - Alternative Fuel><Hwy2 Unrd Adj FE - Alternative Fuel><Cmb2 Unrd Adj FE - Alternative Fuel>< Range2 - Alt Fuel Model Typ Driving Range - Alternative Fuel>< Fuel2 Usage - Alternative Fuel>< Fuel2 Usage Desc - Alternative Fuel><Fuel2 Unit - Alternative Fuel><Fuel2 Unit Desc - Alternative Fuel><Fuel2 Annual Fuel Cost - Alternative Fuel><City CO2 Rounded Adjusted - Fuel2><Hwy CO2 Rounded Adjusted - Fuel2><Comb CO2 Rounded Adjusted - Fuel2><Fuel2 EPA Calculated Annual Fuel Cost - Alternative Fuel><Descriptor - Model Type (40 Char or less)><Intake Valves Per Cyl><Exhaust Valves Per Cyl><Carline Class><Carline Class Desc><Car/Truck Category - Cash for Clunkers Bill.><Calc Approach Desc><Release Date><EPA FE Label Dataset ID><><Unique Label?><Label Recalc?><Relabel><Relabel Desc><Suppressed?><Police/Emerg?><Comments - Mfr Eng Cnfg><Cyl Deact?><Cyl Deact Desc><Var Valve Timing?><Var Valve Timing Desc><Var Valve Lift?><Var Valve Lift Desc><Energy Storage Device Desc><Energy Storage Device,If Other><# Batteries><Battery Type Desc><Battery Type, If Other><Total Voltage for Battery Pack(s)><Batt Energy Capacity (Amp-hrs)><Batt Specific Energy (Watt-hr/kg)><Batt Charger Type Desc><Comments><# Capacitors><Regen Braking Type Desc><Regen Braking Type, If Other><Regen Braking Wheels Source (Front, Rear, Both)><Driver Cntrl Regen Braking?><Fuel Cell Desc><Usable H2 Fill Capacity (kg)><Fuel Cell Onboard H2 Capacity (kg)><HEV-EV Comments><# Drive Motor Gen><Motor Gen Type Desc><Motor Gen Type, If Other><Rated Motor Gen Power (kW)><Fuel Metering Type 1 Desc><Fuel Metering Type 2 Desc><Fuel Metering Sys Cd><Fuel Metering Sys Desc><Fuel Cell Vehicle (Y or N)><Off Board Charge Capable (Y or N)><Camless Valvetrain (Y or N)><Oil Viscosity><Stop/Start System (Engine Management System) Code><Stop/Start System (Engine Management System)  Description><Model Type Desc (MFR entered)><Charge Depleting Calc Appr Code (PHEV only)><Charge Depleting Calc Appr Desc (PHEV only)><Charge Sustaining Calc Appr Code (PHEV only)><Charge Sustaining Calc Appr Desc (PHEV only)><EPA Calculated Annual Fuel Cost><EPA Calculated Gas Guzzler MPG><MFR Calculated Gas Guzzler MPG ><EPA Calculated Gas Guzzler Indicator (Y or N)><><FE Rating (1-10 rating on Label)><GHG Rating (1-10 rating on Label)><GHG 1-10 rating on Ethanol (EPA Determined)><#1 Smog Rating Test Group><#1 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 1)><#1 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 1)><SmartWay1 (EPA-derived SmartWay rating for Test Group 1)><#2 Smog Rating Test Group><#2 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 2)><#2 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 2)><SmartWay2 (EPA-derived SmartWay rating for Test Group 2)><#3 Smog Rating Test Group><#3 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 3)><#3 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 3)><SmartWay3 (EPA-derived SmartWay rating for Test Group 3)><#4 Smog Rating Test Group><#4 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 4)><#4 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 4)><SmartWay4 (EPA-derived SmartWay rating for Test Group 4)><$ You Save over 5 years (amount saved in fuel costs over 5 years - on label) ><$ You Spend over 5 years (increased amount spent in fuel costs over 5 years - on label) ><City CO2 Rounded Adjusted><Hwy CO2 Rounded Adjusted><Comb CO2 Rounded Adjusted (as shown on FE Label)><CO2-PHEV Composite Rounded Adjusted Combined CO2><240V Charge Time at 240 volts (hours)><120V Charge time at 120 Volts (hours)><PHEV Total Driving Range (rounded to nearest 10 miles)DISTANCE><City PHEV Composite MPGe><Hwy PHEV Composite MPGe><Comb PHEV Composite MPGe
2016><FCA US LLC><ALFA ROMEO><4C><CRX><124><1.8><4><Auto(AM6)><24><34><28><28.7><45.7><34.4702><24.2492><34.3275><27.9406><><TC><Turbocharged><AM><Automated Manual><><6><Y><N><R><2-Wheel Drive, Rear><10><><><GP><Gasoline (Premium Unleaded Recommended)><MPG><miles per gallon><N><Not exempt><><><><><><><1750><1750><><><><><><><><><><><><><><><><><><><><SIDI; ><2><2><1><Two Seaters><car><Vehicle Specific 5-cycle label><8/17/2015><18712><><N><N><><><N><N><Direct gas injected><N><><Y><Cam Phasers><N><><><><><><><><><><><><><><><><><><><><><><><><><><><GDI><Spark Ignition Direct Injection><><><N><5W-30><N><No><><><><><><><><34.7><><><7><7><><GCRXV01.85P0><5><><><><><><><><><><><><><><><250><><365><259><317><><><><><><><
2016><aston martin><Aston Martin Lagonda Ltd><V12 Vantage S><ASX><8><6.0><12><Auto(AM7)><12><18><14><14.7893><25.3011><18.1901><12.0366><18.3154><14.2321><G><NA><Naturally Aspirated><AM><Automated Manual><><7><N><N><R><2-Wheel Drive, Rear><10><><><GP><Gasoline (Premium Unleaded Recommended)><MPG><miles per gallon><N><Not exempt><><><><><><><3550><3550><><><><><><><><><><><><><><><><><><><><><2><2><1><Two Seaters><car><Derived 5-cycle label><6/15/2015><18924><><N><N><><><N><N><V12 Bosch HP engine config - carline 281 (V12 Vantage S)><N><><Y><Inlet and Exhaust Cam Phasing><N><><><><><><><><><><><><><><><><><><><><><><><><><><><MFI><Multipoint/sequential fuel injection><N><><N><0W40><N><No><V12 Vantage S><><><><><><><18.3><><><2><2><><GASXV06.0VHB><5><><><><><><><><><><><><><><><><8750><742><488><628><><><><><><><
2016><aston martin><Aston Martin Lagonda Ltd><V8 Vantage><ASX><4><4.7><8><Auto(AM7)><14><21><16><16.6866><28.793><20.5806><13.5127><20.7709><16.034><G><NA><Naturally Aspirated><AM><Automated Manual><><7><N><N><R><2-Wheel Drive, Rear><10><><><GP><Gasoline (Premium Unleaded Recommended)><MPG><miles per gallon><N><Not exempt><><><><><><><3100><3100><><><><><><><><><><><><><><><><><><><><><2><2><1><Two Seaters><car><Derived 5-cycle label><6/29/2015><18917><><N><N><><><N><N><V8 Vantage config (Carline 260)><N><><Y><Electronically controlled, hydraulically actuated intake cam phasing><N><><><><><><><><><><><><><><><><><><><><><><><><><><><MFI><Multipoint/sequential fuel injection><N><><N><10W60><N><No><><><><><><><><20.7><><><3><3><><GASXV04.7VH2><5><><><><><><><><><><><><><><><><6500><655><426><552><><><><><><><
2016><aston martin><Aston Martin Lagonda Ltd><V8 Vantage><ASX><1><4.7><8><Manual(M6)><13><19><15><16.0147><26.5231><19.4895><12.9916><19.1766><15.1973><G><NA><Naturally Aspirated><M><Manual><><6><N><N><R><2-Wheel Drive, Rear><10><><><GP><Gasoline (Premium Unleaded Recommended)><MPG><miles per gallon><N><Not exempt><><><><><><><3300><3300><><><><><><><><><><><><><><><><><><><><><2><2><1><Two Seaters><car><Derived 5-cycle label><6/29/2015><18914><><N><N><><><N><N><V8 Vantage config (Carline 260)><N><><Y><Electronically controlled, hydraulically actuated intake cam phasing><N><><><><><><><><><><><><><><><><><><><><><><><><><><><MFI><Multipoint/sequential fuel injection><N><><N><10W60><N><No><><><><><><><><19.6><><><2><2><><GASXV04.7VH2><5><><><><><><><><><><><><><><><><7500><681><461><582><><><><><><><
2016><aston martin><Aston Martin Lagonda Ltd><V8 Vantage S><ASX><5><4.7><8><Auto(AM7)><14><21><16><16.6866><28.793><20.5806><13.5127><20.7709><16.034><G><NA><Naturally Aspirated><AM><Automated Manual><><7><N><N><R><2-Wheel Drive, Rear><10><><><GP><Gasoline (Premium Unleaded Recommended)><MPG><miles per gallon><N><Not exempt><><><><><><><3100><3100><><><><><><><><><><><><><><><><><><><><><2><2><1><Two Seaters><car><Derived 5-cycle label><6/29/2015><18918><><N><N><><><N><N><V8 Vantage S (carline 261),Vantage GT config (Carline 262)and Vantage GTS config (Carline 263)><N><><Y><Electronically controlled, hydraulically actuated intake cam phasing><N><><><><><><><><><><><><><><><><><><><><><><><><><><><MFI><Multipoint/sequential fuel injection><N><><N><10W60><N><No><><><><><><><><20.7><><><3><3><><GASXV04.7VH2><5><><><><><><><><><><><><><><><><6500><655><426><552><><><><><><><
2016><aston martin><Aston Martin Lagonda Ltd><V8 Vantage S><ASX><2><4.7><8><Manual(M6)><13><19><15><16.0147><26.5231><19.4895><12.9916><19.1766><15.1973><G><NA><Naturally Aspirated><M><Manual><><6><N><N><R><2-Wheel Drive, Rear><10><><><GP><Gasoline (Premium Unleaded Recommended)><MPG><miles per gallon><N><Not exempt><><><><><><><3300><3300><><><><><><><><><><><><><><><><><><><><><2><2><1><Two Seaters><car><Derived 5-cycle label><6/29/2015><18915><><N><N><><><N><N><V8 Vantage S (carline 261),Vantage GT config (Carline 262)and Vantage GTS config (Carline 263)><N><><Y><Electronically controlled, hydraulically actuated intake cam phasing><N><><><><><><><><><><><><><><><><><><><><><><><><><><><MFI><Multipoint/sequential fuel injection><N><><N><10W60><N><No><><><><><><><><19.6><><><2><2><><GASXV04.7VH2><5><><><><><><><><><><><><><><><><7500><681><461><582><><><><><><><
2016><aston martin><Aston Martin Lagonda Ltd><Vantage GT><ASX><6><4.7><8><Auto(AM7)><14><21><16><16.6866><28.793><20.5806><13.5127><20.7709><16.034><G><NA><Naturally Aspirated><AM><Automated Manual><><7><N><N><R><2-Wheel Drive, Rear><10><><><GP><Gasoline (Premium Unleaded Recommended)><MPG><miles per gallon><N><Not exempt><><><><><><><3100><3100><><><><><><><><><><><><><><><><><><><><><2><2><1><Two Seaters><car><Derived 5-cycle label><6/29/2015><18919><><N><N><><><N><N><V8 Vantage S (carline 261),Vantage GT config (Carline 262)and Vantage GTS config (Carline 263)><N><><Y><Electronically controlled, hydraulically actuated intake cam phasing><N><><><><><><><><><><><><><><><><><><><><><><><><><><><MFI><Multipoint/sequential fuel injection><N><><N><10W60><N><No><><><><><><><><20.7><><><3><3><><GASXV04.7VH2><5><><><><><><><><><><><><><><><><6500><655><426><552><><><><><><><
2016><aston martin><Aston Martin Lagonda Ltd><Vantage GT><ASX><3><4.7><8><Manual(M6)><13><19><15><16.0147><26.5231><19.4895><12.9916><19.1766><15.1973><G><NA><Naturally Aspirated><M><Manual><><6><N><N><R><2-Wheel Drive, Rear><10><><><GP><Gasoline (Premium Unleaded Recommended)><MPG><miles per gallon><N><Not exempt><><><><><><><3300><3300><><><><><><><><><><><><><><><><><><><><><2><2><1><Two Seaters><car><Derived 5-cycle label><6/29/2015><18916><><N><N><><><N><N><V8 Vantage S (carline 261),Vantage GT config (Carline 262)and Vantage GTS config (Carline 263)><N><><Y><Electronically controlled, hydraulically actuated intake cam phasing><N><><><><><><><><><><><><><><><><><><><><><><><><><><><MFI><Multipoint/sequential fuel injection><N><><N><10W60><N><No><><><><><><><><19.6><><><2><2><><GASXV04.7VH2><5><><><><><><><><><><><><><><><><7500><681><461><582><><><><><><><
2016><Volkswagen Group of><Audi><TT Roadster quattro><VGA><61><2.0><4><Auto(AM-S6)><23><30><26><28.8051><41.9128><33.5228><23.3039><30.3915><26.0363><><TC><Turbocharged><AMS><Automated Manual- Selectable (e.g. Automated Manual with paddles)><><6><Y><N><A><All Wheel Drive><15><><><G><Gasoline (Regular Unleaded Recommended)><MPG><miles per gallon><N><Not exempt><><><><><><><1750><1750><><><><><><><><><><><><><><><><><><><><SIDI; ><2><2><1><Two Seaters><car><Vehicle Specific 5-cycle label><6/22/2015><18212><><N><N><><><N><N><2.0L Engine Code CNTC / CXCB><N><><Y><CONTINUOUS VARIABLE VALVE TIMING><Y><Audi Valve System><><><><><><><><><><><><><><><><><><><><><><><><><><GDI><Spark Ignition Direct Injection><><><N><5W40 VW 50200><N><No><TT Coupe quattro><><><><><><><33.5><><><6><6><><GVGAV02.0APA><9><><><><><><><><><><><><><><><250><><373><290><336><><><><><><><
2016><BMW><BMW><Z4 sDrive28i><BMX><428><2.0><4><Auto(S8)><22><33><26><27.9499><46.8923><34.1594><21.9803><33.2305><25.9308><><TC><Turbocharged><SA><Semi-Automatic><><8><Y><N><R><2-Wheel Drive, Rear><10><><><GP><Gasoline (Premium Unleaded Recommended)><MPG><miles per gallon><N><Not exempt><><><><><><><1900><1900><><><><><><><><><><><><><><><><><><><><SIDI; ><2><2><1><Two Seaters><car><Derived 5-cycle label><3/5/2015><17613><><N><N><><><N><N><><N><><Y><variable valve timing at inlet and outlet valves><Y><variable valve lift at inlet valves><><><><><><><><><><><><><><><><><><><><><><><><><><GDI><Spark Ignition Direct Injection><><><Y><0W30><N><No><><><><><><><><34.4><><><6><6><><GBMXJ02.0N20><5><><><><><><><><><><><><><><><><500><403><266><341><><><><><><><
